"","Age","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"1",10,0.0252398626688529,0.0297784872279851,0.0343171117871173,0.00496332733319,0.0348188234928333,0.0227557559162449,0.0321746598317763,0.0159632499126448,0.026947687948686,0.0265878078609366,0.0210323524252443,0.0302015346673285,0.0302015346673285,0.0328559677170893,0.056313662526713,0.0289584510969347,0.00160323966715644,0.0416640575253788,0.0328856984616746,0.0417160528266215,0.040721908158439,0.0369503060319746,0.0331787039055101,0.0272573189730543,0.0314827909449148,0.030192112381812,0.0381560202803692,0.0414588155557167,0.0341341018359498,0.0265993616821386,0.0215291375454362,0.0192842123365217,0.0170392871276072,0.0165512541251319,0.0159969758603538,0.0195652387064686,0.016924227178431,0.0158559305712569,0.0154006121185172,0.0149583685775573,0.0145288244895811,0.014111615177457,0.0137063864361111,0.0133127942318128,0.012930504410094,0.0125591924120571,0.0121985429988284,0.011848249983925,0.0115080159733061,0.0111775521128899,0.0108565778433201,0.010544820661775,0.0102420158906164,0.00994790645268126,0.00966224265302734,0.00938478196694518,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805,0.00911528883405805
"2",11,0.0901359366075499,0.0816941145369516,0.0732522924663534,0.0748316847949239,0.0699848918162634,0.0712638442594038,0.0709710393169114,0.0693784546346055,0.063014629862987,0.0673518715186606,0.0686462084108576,0.0614892155543791,0.0614892155543791,0.0898552280042984,0.0861902288231167,0.0805542486187951,0.0749182684144735,0.0606879221527021,0.0613397018299135,0.0642170022070204,0.0626349755341704,0.0535175361688417,0.0444000968035131,0.0421260567750714,0.0385895808506484,0.0343653169355978,0.0387363296879103,0.0366738816185359,0.0296281338358211,0.0215613913565965,0.0185021013360532,0.0147780219005154,0.0110539424649776,0.00473322786843139,0.00372634417144281,0.00628191413273496,0.001259829330944,0.00138386817323792,0.00115184938790248,0.000958730779469423,0.000797990359812448,0.000664199614730226,0.000552840172544775,0.000460151209969421,0.000383002441848006,0.000318788405383708,0.000265340468631835,0.000220853591613593,0.000183825366632264,0.000153005279065638,0.000127352475073725,0.000106000609955726,8.822859001744e-05,7.34362198454978e-05,6.11239325498715e-05,5.08759184258352e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05,4.23460822577208e-05
"3",12,0.150935648864273,0.134443585901859,0.117951522939446,0.1402980983593,0.11415907771813,0.123628034742695,0.118245208201471,0.125115551259331,0.110759134177746,0.115145526386418,0.120436239828198,0.104117860166486,0.104117860166486,0.148885149685584,0.12839254411683,0.136350128658706,0.144307713200583,0.0919913594694804,0.0991793241694621,0.0979508435072502,0.0951886349338407,0.0823132853224566,0.0694379357110724,0.070352366550169,0.0609568888624437,0.0552827101317517,0.0573872257091476,0.0508872429560587,0.0433844989638418,0.035132160385059,0.0335240091509193,0.0280728433031322,0.0226216774553451,0.0117655433212192,0.00930006006963583,0.0122299033017922,0.00409011040371598,0.0037710381582372,0.00322587994766459,0.00275953225612786,0.00236060188108459,0.00201934267251482,0.00172741742761206,0.00147769420704694,0.00126407209666666,0.00108133215786538,0.000925009925238576,0.00079128633654896,0.000676894430346337,0.00057903953179854,0.000495330976817051,0.000423723706449627,0.000362468304649808,0.000310068258810827,0.000265243398908669,0.000226898622046788,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086,0.000194097138321086
"4",13,0.208138604828745,0.18845677541006,0.168774945991375,0.201874531818321,0.167623404478966,0.179147572159187,0.17416011698995,0.182517538688089,0.170410843028982,0.170206873067216,0.175852754094335,0.158499238887931,0.158499238887931,0.209231431492416,0.183090926312521,0.196573554987791,0.210056183663062,0.135782958800708,0.146090945667208,0.142424314163803,0.138215111208482,0.123224518906015,0.108233926603548,0.111711649165972,0.0983875272824951,0.0930126224233495,0.0941438629248174,0.08427605947751,0.0755209922187139,0.0674528013941869,0.0666916382873746,0.0592711251763849,0.0518506120653953,0.0376220459489614,0.0330297604079798,0.0376289394594431,0.0251319466035587,0.0183147653720511,0.0166085938163366,0.0150613662229604,0.0136582756499832,0.0123858945443169,0.0112320462402681,0.0101856884290531,0.00923680748408941,0.00837632263075825,0.00759599904354503,0.00688836903889816,0.00624666060962353,0.00566473261689008,0.00513701601963489,0.00465846057893425,0.00422448652730245,0.00383094074039428,0.00347405699167517,0.0031504199096969,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049,0.00285693229305049
"5",14,0.260553376743039,0.242290787692433,0.224028198641826,0.258303555505096,0.227257113342577,0.235919661693096,0.236101699388989,0.239983031045963,0.237441006104406,0.230440099429092,0.233308715162755,0.221285232083201,0.221285232083201,0.269351446984968,0.246951201440109,0.259159343783015,0.271367486125922,0.191090868058311,0.200581171846419,0.195913434584801,0.190573171772802,0.17534230619098,0.160111440609158,0.165095433607191,0.149554176361547,0.146929882689869,0.149190351150962,0.136606718758096,0.127324524461083,0.118535909297824,0.117961978263623,0.108101947282172,0.0982419163007201,0.0838768565357128,0.0756124318310011,0.0830847234442457,0.066230083096824,0.0507388501193902,0.0475469355919089,0.0445558202218144,0.0417528719974221,0.0391262535703382,0.0366648722642342,0.0343583332285037,0.0321968955389611,0.0301714310601882,0.0282733858957962,0.0264947442638018,0.0248279946445546,0.0232660980582562,0.0218024583380969,0.0204308942734713,0.0191456135056282,0.0179411880655097,0.0168125314504736,0.0157548771430892,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871,0.0147637584812871
"6",15,0.309961536935822,0.298259455829194,0.286557374722565,0.311665357975364,0.293813381176444,0.299103672008108,0.306277818092071,0.302588330548062,0.311202632260153,0.297486344669675,0.297892101476333,0.294344783929443,0.294344783929443,0.333111749773563,0.321698328134941,0.325152543875947,0.328606759616953,0.263014260925015,0.268567053657634,0.264756121253621,0.258019317863811,0.244598136960857,0.231176956057903,0.237444451569345,0.221660682257467,0.223895609155973,0.231313561791323,0.216692398811622,0.210877197584408,0.195937261549979,0.193452064919178,0.18101106088711,0.168570056855041,0.160734658706224,0.142900842219087,0.155149822369706,0.137027962220383,0.113567883053005,0.108971669879979,0.104561470348874,0.100329756289502,0.0962693042047428,0.0923731829400947,0.0886347418522613,0.0850475994565632,0.0816056325338017,0.0783029656779801,0.0751339612670397,0.0720932098394903,0.0691755208605089,0.066375913861745,0.0636896099397056,0.0611120235982121,0.0586387549209992,0.0562655820610987,0.0539884540341855,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842,0.0518034838035842
"7",16,0.356234142088873,0.351103063826683,0.345971985564493,0.361773427676552,0.357305972583336,0.359769905841865,0.373347750720177,0.363827154575668,0.37970958032379,0.362897279568555,0.361038879512379,0.365621557571418,0.365621557571418,0.395617182449263,0.394575773000152,0.388158709946473,0.381741646892794,0.339833630577254,0.340509237716252,0.338708867683992,0.33156943585318,0.321544280593071,0.311519125332962,0.318209226807179,0.303646850793149,0.313348192737919,0.325537847508692,0.311651354325279,0.308383807916399,0.289081927279862,0.284711074609798,0.26887748284014,0.253043891070481,0.254683408148176,0.227595825819174,0.245561562941014,0.22652835545965,0.202298144685139,0.197161195755594,0.192154689170667,0.18727531261297,0.182519837874659,0.177885118721647,0.173368088812048,0.168965759667476,0.164675218695859,0.160493627264465,0.156418218821851,0.152446297067507,0.148575234167979,0.144802469018284,0.141125505547479,0.137541911067253,0.134049314662455,0.130645405622492,0.127327931912553,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366,0.12409469868366
"8",17,0.394757588011747,0.395535266617166,0.396312945222585,0.403413160206284,0.410007920900698,0.410660121486391,0.429352611924628,0.419099209389877,0.428985539714531,0.421599324915161,0.417582783058921,0.426649218104116,0.426649218104116,0.458253287461401,0.454739279688586,0.442185674137048,0.42963206858551,0.417971577231121,0.413930670580605,0.414831206800745,0.411610896581274,0.405948856071739,0.400286815562204,0.408844891776604,0.396640768048402,0.415998223271898,0.430592759397272,0.423496706151476,0.418687827315917,0.401805482552884,0.396105718490386,0.376805041576237,0.357504364662088,0.369838860476791,0.337497145499394,0.361811318461205,0.338869095455375,0.327920975780747,0.323837030694376,0.319803947274992,0.31582109208872,0.311887839590501,0.308003572025848,0.304167679333821,0.300379559051211,0.296638616217918,0.292944263283505,0.289295920014921,0.285693013405366,0.282134977584299,0.278621253728557,0.275151289974594,0.2717245413318,0.268340469596906,0.264998543269456,0.261698237468328,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297,0.258439033849297
"9",18,0.424696840370718,0.427273903352204,0.429850966333691,0.434730726234769,0.447776315317742,0.446570803941298,0.467992051142238,0.45842955406053,0.468461580083956,0.467266043191252,0.459682505626495,0.468722364424987,0.468722364424987,0.504440578691221,0.502006973090088,0.488904030437713,0.475801087785337,0.482486184269658,0.475734015557237,0.47968869202461,0.481644867802252,0.478267713094322,0.474890558386392,0.487481743246579,0.478866711001839,0.504735796369073,0.520274571268826,0.515657685930254,0.509353309910818,0.499320553772505,0.498647310860659,0.477972957251529,0.4572986036424,0.470835769856609,0.438663482236248,0.468703471409742,0.445231921731446,0.452217294998756,0.450357781519307,0.448505914342682,0.446661662027353,0.444824993261079,0.442995876860373,0.441174281769976,0.439360177062326,0.437553531937037,0.435754315720373,0.433962497864728,0.432178047948107,0.430400935673611,0.428631130868921,0.426868603485786,0.425113323599514,0.423365261408462,0.421624387233533,0.419890671517667,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346,0.418164084825346
"10",19,0.446527408946047,0.449014995434671,0.451502581923294,0.457435782282652,0.474238972095679,0.472156553493627,0.493823435943246,0.487289938765095,0.497780661172288,0.502094975412188,0.491301300345131,0.499144404773544,0.499144404773544,0.540947202789706,0.537751116588815,0.527347344888379,0.516943573187943,0.534424203288036,0.528209252954575,0.534747873114716,0.542587061138607,0.540416300006074,0.538245538873542,0.556166972416324,0.551842743141213,0.579670545899619,0.595420479742078,0.591517576604059,0.584549081837728,0.582867679314721,0.588307349367466,0.568447506580797,0.548587663794128,0.557137787739424,0.528560702822522,0.562377581287007,0.540102074434833,0.567271268305069,0.568174546561774,0.5690792631279,0.569985420293697,0.570893020353063,0.571802065603549,0.572712558346363,0.57362450088638,0.574537895532141,0.575452744595867,0.576369050393459,0.577286815244504,0.578206041472286,0.579126731403786,0.580048887369691,0.580972511704399,0.581897606746025,0.582824174836408,0.583752218321115,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449,0.584681739549449
